,Soil Moisture,Temperature, Soil Humidity,Air temperature (C),Air humidity (%),Pressure (KPa)
7609,22.0,9.0,44.0,29.03,53.48,101.04
7610,79.0,36.0,22.0,28.81,53.06,101.05
7611,64.0,24.0,39.0,29.64,51.48,101.06
7612,37.0,41.0,46.0,30.48,49.89,101.06
7613,65.0,4.0,30.0,31.02,48.14,101.07
7614,35.0,45.0,53.0,31.56,46.39,101.08
7615,64.0,40.0,28.0,31.89,45.98,101.07
7616,51.0,44.0,54.0,32.22,45.58,101.07
7617,46.0,9.0,20.0,32.47,44.84,101.07
7618,42.0,37.0,32.0,32.71,44.1,101.06
7619,62.0,6.0,35.0,32.96,43.36,101.06
7620,47.0,37.0,41.0,33.2,42.62,101.06
7621,2.0,9.0,35.0,33.35,42.04,101.05
7622,40.0,37.0,48.0,33.5,41.47,101.04
7623,49.0,11.0,32.0,33.66,41.18,101.04
7624,64.0,28.0,29.0,33.81,40.88,101.03
7625,85.0,24.0,61.0,34.08,40.39,101.02
7626,12.0,8.0,62.0,34.36,39.9,101.02
7627,89.0,33.0,31.0,34.86,38.36,101.02
7628,61.0,23.0,45.0,35.35,36.81,101.02
7629,76.0,25.0,25.0,34.82,37.98,101.02
7630,41.0,43.0,44.0,34.29,39.14,101.02
7631,84.0,2.0,68.0,34.34,39.77,101.0
7632,51.0,34.0,41.0,34.39,40.4,100.99
7633,65.0,27.0,44.0,34.02,41.2,100.99
7634,62.0,19.0,50.0,33.64,41.99,100.99
7635,26.0,44.0,23.0,33.38,42.46,100.99
7636,54.0,13.0,69.0,33.12,42.94,100.99
7637,23.0,26.0,23.0,32.97,43.22,100.98
7638,45.0,23.0,28.0,32.83,43.5,100.97
7639,78.0,8.0,66.0,31.82,45.68,100.96
7640,27.0,33.0,32.0,30.82,47.85,100.96
7641,25.0,12.0,68.0,29.66,51.47,100.95
7642,65.0,0.0,38.0,28.51,55.09,100.94
7643,90.0,35.0,66.0,28.6,54.96,100.94
7644,87.0,33.0,51.0,28.68,54.82,100.93
7645,19.0,1.0,65.0,28.78,54.82,100.92
7646,24.0,28.0,30.0,28.87,54.83,100.91
7647,33.0,9.0,53.0,29.5,53.4,100.9
7648,21.0,39.0,30.0,30.13,51.98,100.9
7649,56.0,37.0,61.0,30.35,50.64,100.89
7650,38.0,8.0,58.0,30.58,49.3,100.88
7651,43.0,26.0,25.0,30.23,50.51,100.87
7652,27.0,22.0,56.0,29.88,51.72,100.86
7653,83.0,30.0,22.0,29.57,52.24,100.85
7654,60.0,36.0,37.0,29.26,52.75,100.85
7655,72.0,7.0,68.0,29.23,53.52,100.85
7656,77.0,8.0,25.0,29.2,54.3,100.85
7657,69.0,44.0,57.0,28.86,55.2,100.84
7658,43.0,33.0,59.0,28.52,56.11,100.84
7659,79.0,24.0,38.0,27.87,58.4,100.83
7660,42.0,28.0,38.0,27.22,60.68,100.82
7661,5.0,0.0,32.0,27.34,60.7,100.82
7662,12.0,16.0,29.0,27.47,60.71,100.82
7663,89.0,36.0,46.0,27.58,60.58,100.82
7664,23.0,10.0,20.0,27.69,60.44,100.81
7665,14.0,5.0,51.0,27.58,60.55,100.81
7666,57.0,40.0,50.0,27.48,60.66,100.81
7667,68.0,3.0,53.0,27.44,61.26,100.81
7668,16.0,4.0,57.0,27.39,61.86,100.81
7669,86.0,27.0,39.0,27.53,61.46,100.8
7670,23.0,10.0,25.0,27.67,61.05,100.79
7671,37.0,29.0,28.0,27.52,61.76,100.79
7672,28.0,25.0,53.0,27.36,62.47,100.79
7673,80.0,20.0,61.0,26.98,63.36,100.79
7674,20.0,33.0,44.0,26.61,64.25,100.79
7675,7.0,13.0,61.0,26.54,64.96,100.78
7676,46.0,18.0,25.0,26.47,65.68,100.78
7677,90.0,7.0,57.0,26.22,66.56,100.78
7678,47.0,22.0,67.0,25.98,67.45,100.78
7679,27.0,43.0,51.0,25.96,67.72,100.78
7680,17.0,39.0,42.0,25.95,67.98,100.77
7681,13.0,23.0,23.0,25.9,68.24,100.76
7682,72.0,28.0,56.0,25.86,68.51,100.76
7683,59.0,32.0,24.0,25.74,68.86,100.76
7684,69.0,25.0,55.0,25.61,69.2,100.77
7685,67.0,23.0,55.0,25.46,70.11,100.76
7686,11.0,5.0,66.0,25.32,71.02,100.75
7687,20.0,28.0,36.0,25.3,71.32,100.75
7688,45.0,5.0,20.0,25.27,71.63,100.75
7689,27.0,26.0,59.0,25.1,72.18,100.75
7690,14.0,36.0,69.0,24.93,72.73,100.75
7691,25.0,35.0,44.0,24.9,72.89,100.75
7692,85.0,12.0,45.0,24.88,73.04,100.75
7693,88.0,41.0,42.0,24.67,73.92,100.76
7694,57.0,11.0,36.0,24.46,74.79,100.76
7695,51.0,29.0,58.0,24.18,75.6,100.76
7696,25.0,16.0,63.0,23.89,76.41,100.77
7697,60.0,1.0,64.0,23.66,77.58,100.78
7698,14.0,19.0,68.0,23.44,78.75,100.78
7699,46.0,32.0,52.0,23.3,79.27,100.78
7700,26.0,43.0,22.0,23.16,79.79,100.79
7701,59.0,33.0,20.0,22.96,80.77,100.8
7702,15.0,10.0,24.0,22.75,81.75,100.8
7703,52.0,21.0,32.0,22.54,82.62,100.8
7704,84.0,17.0,44.0,22.32,83.48,100.8
7705,63.0,36.0,26.0,22.05,84.72,100.8
7706,48.0,35.0,64.0,21.78,85.95,100.79
7707,40.0,7.0,67.0,21.48,87.15,100.79
7708,42.0,14.0,33.0,21.19,88.35,100.79
7709,63.0,7.0,63.0,21.04,89.09,100.79
7710,78.0,3.0,51.0,20.9,89.83,100.79
7711,89.0,6.0,70.0,20.78,90.28,100.79
7712,1.0,40.0,45.0,20.67,90.72,100.79
7713,46.0,26.0,24.0,20.56,91.14,100.8
7714,67.0,17.0,20.0,20.45,91.56,100.82
7715,6.0,12.0,47.0,20.34,91.99,100.83
7716,37.0,4.0,51.0,20.23,92.41,100.84
7717,17.0,17.0,65.0,20.05,93.21,100.85
7718,42.0,36.0,60.0,19.88,94.02,100.86
7719,18.0,2.0,35.0,19.7,94.82,100.86
7720,19.0,22.0,22.0,19.52,95.62,100.87
7721,2.0,27.0,70.0,19.46,95.81,100.88
7722,66.0,14.0,36.0,19.4,96.0,100.88
7723,60.0,28.0,38.0,19.4,96.0,100.88
7724,79.0,21.0,20.0,19.4,96.0,100.88
7725,88.0,0.0,29.0,19.4,96.0,100.89
7726,5.0,14.0,30.0,19.39,96.0,100.9
7727,23.0,9.0,45.0,19.44,96.0,100.91
7728,77.0,11.0,60.0,19.5,96.0,100.92
7729,76.0,23.0,31.0,19.53,96.0,100.93
7730,34.0,45.0,32.0,19.56,96.0,100.94
7731,80.0,9.0,63.0,19.62,96.0,100.95
7732,15.0,43.0,23.0,19.69,96.0,100.96
7733,60.0,16.0,42.0,19.74,96.0,100.97
7734,61.0,7.0,35.0,19.78,96.0,100.98
7735,37.0,26.0,37.0,19.83,96.0,100.98
7736,80.0,5.0,49.0,19.87,96.0,100.99
7737,67.0,20.0,52.0,19.81,96.0,101.0
7738,66.0,9.0,31.0,19.75,96.0,101.0
7739,71.0,23.0,29.0,19.68,96.0,101.0
7740,15.0,25.0,23.0,19.6,96.0,101.0
7741,72.0,27.0,45.0,19.5,96.0,101.01
7742,12.0,42.0,34.0,19.39,96.0,101.02
7743,61.0,42.0,40.0,19.22,96.0,101.02
7744,52.0,14.0,62.0,19.04,96.0,101.01
7745,65.0,37.0,45.0,19.15,96.0,101.0
7746,20.0,17.0,36.0,19.26,96.0,101.0
7747,12.0,4.0,22.0,19.36,96.0,101.01
7748,46.0,6.0,26.0,19.46,96.0,101.02
7749,21.0,7.0,24.0,19.46,96.0,101.02
7750,6.0,22.0,32.0,19.47,96.0,101.03
7751,76.0,17.0,66.0,19.47,96.0,101.03
7752,11.0,31.0,56.0,19.38,96.0,101.03
7753,84.0,34.0,39.0,19.28,96.0,101.03
7754,51.0,28.0,27.0,19.29,96.0,101.04
7755,22.0,6.0,64.0,19.3,96.0,101.04
7756,2.0,14.0,69.0,19.38,96.0,101.04
7757,51.0,41.0,50.0,19.46,96.0,101.04
7758,10.0,44.0,56.0,19.42,96.0,101.04
7759,59.0,1.0,62.0,19.38,96.0,101.03
7760,73.0,19.0,47.0,19.29,96.0,101.04
7761,90.0,9.0,42.0,19.2,96.0,101.04
7762,84.0,3.0,39.0,19.15,96.0,101.04
7763,17.0,6.0,43.0,19.1,96.0,101.04
7764,78.0,9.0,38.0,19.1,96.0,101.04
7765,50.0,15.0,47.0,19.1,96.0,101.04
7766,19.0,0.0,24.0,19.15,96.0,101.04
7767,82.0,32.0,58.0,19.19,96.0,101.04
7768,75.0,4.0,27.0,19.2,96.0,101.04
7769,84.0,29.0,30.0,19.2,96.0,101.04
7770,78.0,17.0,66.0,19.2,96.0,101.04
7771,29.0,30.0,29.0,19.19,96.0,101.04
7772,39.0,12.0,57.0,19.12,96.0,101.04
7773,80.0,12.0,37.0,19.05,96.0,101.04
7774,43.0,27.0,36.0,19.02,96.0,101.04
7775,64.0,7.0,29.0,18.99,96.0,101.04
7776,88.0,20.0,37.0,18.99,96.0,101.04
7777,84.0,22.0,51.0,19.0,96.0,101.05
7778,59.0,1.0,57.0,19.02,96.0,101.06
7779,42.0,30.0,35.0,19.05,96.0,101.06
7780,46.0,18.0,62.0,19.11,96.0,101.06
7781,70.0,0.0,70.0,19.17,96.0,101.05
7782,71.0,15.0,50.0,19.17,96.0,101.04
7783,16.0,36.0,56.0,19.17,96.0,101.04
7784,47.0,45.0,31.0,19.14,96.0,101.04
7785,51.0,7.0,27.0,19.1,96.0,101.03
7786,67.0,43.0,59.0,19.15,96.0,101.03
7787,25.0,15.0,24.0,19.19,96.0,101.03
7788,17.0,42.0,53.0,19.2,96.0,101.04
7789,9.0,28.0,33.0,19.2,96.0,101.04
7790,67.0,43.0,28.0,19.24,96.0,101.03
7791,3.0,20.0,29.0,19.27,96.0,101.02
7792,87.0,36.0,34.0,19.32,96.0,101.02
7793,26.0,34.0,28.0,19.37,96.0,101.02
7794,67.0,14.0,53.0,19.4,96.0,101.02
7795,28.0,15.0,69.0,19.44,96.0,101.03
7796,12.0,34.0,28.0,19.46,96.0,101.03
7797,37.0,8.0,53.0,19.49,96.0,101.03
7798,77.0,6.0,53.0,19.44,96.0,101.03
7799,40.0,42.0,50.0,19.39,96.0,101.03
7800,10.0,11.0,68.0,19.27,96.0,101.02
7801,67.0,11.0,31.0,19.15,96.0,101.02
7802,56.0,19.0,46.0,19.07,96.0,101.02
7803,34.0,10.0,52.0,18.99,96.0,101.02
7804,74.0,45.0,66.0,19.06,96.0,101.01
7805,57.0,38.0,35.0,19.14,96.0,101.0
7806,30.0,19.0,44.0,19.24,96.0,101.0
7807,18.0,9.0,47.0,19.33,96.0,100.99
7808,14.0,39.0,31.0,19.36,96.0,100.99
7809,58.0,10.0,58.0,19.39,96.0,100.98
7810,83.0,14.0,36.0,19.42,96.0,100.98
7811,21.0,41.0,69.0,19.48,96.0,100.98
7812,15.0,36.0,65.0,19.55,96.0,100.98
7813,11.0,18.0,40.0,19.53,96.0,100.98
7814,27.0,27.0,25.0,19.51,96.0,100.97
7815,79.0,40.0,46.0,19.51,96.0,100.96
7816,89.0,10.0,29.0,19.5,96.0,100.96
7817,76.0,15.0,20.0,19.52,96.0,100.96
7818,89.0,38.0,42.0,19.53,96.0,100.97
7819,25.0,26.0,55.0,19.54,96.0,100.97
7820,77.0,21.0,54.0,19.54,96.0,100.97
7821,38.0,32.0,46.0,19.52,96.0,100.96
7822,50.0,42.0,53.0,19.5,96.0,100.95
7823,7.0,14.0,69.0,19.5,96.0,100.94
7824,33.0,6.0,47.0,19.5,96.0,100.94
7825,63.0,15.0,31.0,19.5,96.0,100.92
7826,46.0,24.0,65.0,19.51,96.0,100.91
7827,65.0,20.0,31.0,19.55,96.0,100.92
7828,31.0,7.0,53.0,19.59,96.0,100.93
7829,76.0,22.0,24.0,19.56,96.0,100.93
7830,3.0,16.0,20.0,19.54,96.0,100.92
7831,6.0,19.0,56.0,19.43,96.0,100.92
7832,35.0,21.0,44.0,19.33,96.0,100.91
7833,53.0,6.0,26.0,19.32,96.0,100.92
7834,12.0,31.0,64.0,19.31,96.0,100.92
7835,8.0,24.0,27.0,19.3,96.0,100.92
7836,51.0,0.0,68.0,19.3,96.0,100.92
7837,15.0,30.0,55.0,19.27,96.0,100.93
7838,20.0,28.0,59.0,19.25,96.0,100.93
7839,68.0,2.0,60.0,19.23,96.0,100.93
7840,31.0,31.0,23.0,19.2,96.0,100.93
7841,12.0,21.0,25.0,19.16,96.0,100.94
7842,52.0,23.0,63.0,19.12,96.0,100.94
7843,66.0,24.0,35.0,19.08,96.0,100.95
7844,26.0,26.0,33.0,19.03,96.0,100.96
7845,31.0,7.0,28.0,19.07,96.0,100.96
7846,86.0,8.0,69.0,19.11,96.0,100.95
7847,65.0,28.0,31.0,19.16,96.0,100.96
7848,50.0,3.0,28.0,19.2,96.0,100.96
7849,50.0,41.0,28.0,19.16,96.0,100.96
7850,83.0,15.0,21.0,19.11,96.0,100.96
7851,72.0,28.0,40.0,19.06,96.0,100.96
7852,35.0,25.0,70.0,19.01,96.0,100.97
7853,28.0,1.0,31.0,19.0,96.0,100.98
7854,28.0,22.0,55.0,18.98,96.0,100.98
7855,19.0,14.0,28.0,18.97,96.0,100.98
7856,41.0,6.0,42.0,18.96,96.0,100.99
7857,80.0,10.0,42.0,18.98,96.0,100.99
7858,34.0,4.0,52.0,19.0,96.0,100.99
7859,21.0,9.0,33.0,19.0,96.0,101.0
7860,55.0,27.0,52.0,19.0,96.0,101.01
7861,36.0,43.0,25.0,18.99,96.0,101.01
7862,26.0,37.0,52.0,18.98,96.0,101.01
7863,77.0,39.0,28.0,19.01,96.0,101.02
7864,26.0,16.0,45.0,19.04,96.0,101.02
7865,90.0,43.0,67.0,19.1,96.0,101.01
7866,84.0,31.0,46.0,19.16,96.0,101.0
7867,34.0,17.0,35.0,19.17,96.0,101.01
7868,49.0,36.0,20.0,19.17,96.0,101.01
7869,63.0,30.0,61.0,19.18,96.0,101.02
7870,80.0,2.0,64.0,19.24,96.0,101.02
7871,62.0,40.0,57.0,19.29,96.0,101.03
7872,81.0,17.0,29.0,19.36,96.0,101.04
7873,59.0,7.0,35.0,19.44,96.0,101.05
7874,85.0,38.0,64.0,19.47,96.0,101.06
7875,50.0,21.0,29.0,19.5,96.0,101.08
7876,86.0,36.0,49.0,19.56,95.9,101.08
7877,84.0,6.0,32.0,19.62,95.81,101.08
7878,90.0,12.0,59.0,19.66,95.56,101.08
7879,49.0,0.0,21.0,19.69,95.31,101.09
7880,66.0,3.0,40.0,19.76,94.86,101.09
7881,69.0,3.0,65.0,19.83,94.41,101.09
7882,5.0,40.0,49.0,19.96,93.54,101.1
7883,31.0,11.0,31.0,20.1,92.68,101.12
7884,87.0,5.0,26.0,20.15,92.18,101.13
7885,43.0,11.0,48.0,20.19,91.68,101.14
7886,29.0,12.0,21.0,20.4,90.79,101.14
7887,58.0,10.0,31.0,20.62,89.9,101.15
7888,64.0,3.0,37.0,20.84,89.01,101.16
7889,26.0,34.0,21.0,21.05,88.12,101.16
7890,12.0,15.0,57.0,21.12,86.81,101.17
7891,83.0,41.0,56.0,21.2,85.5,101.18
7892,34.0,39.0,40.0,21.58,84.2,101.19
7893,16.0,31.0,27.0,21.96,82.91,101.2
7894,39.0,21.0,23.0,22.27,81.01,101.19
7895,35.0,31.0,66.0,22.58,79.11,101.18
7896,34.0,0.0,21.0,22.74,78.67,101.18
7897,75.0,23.0,37.0,22.89,78.23,101.18
7898,87.0,38.0,25.0,24.02,73.96,101.19
7899,31.0,1.0,58.0,25.16,69.68,101.2
7900,69.0,6.0,58.0,25.66,67.96,101.2
7901,43.0,6.0,20.0,26.17,66.24,101.21
7902,50.0,40.0,55.0,25.74,66.9,101.2
7903,23.0,43.0,66.0,25.31,67.57,101.2
7904,38.0,22.0,22.0,25.79,66.12,101.2
7905,30.0,13.0,54.0,26.27,64.68,101.2
7906,35.0,43.0,70.0,25.92,65.39,101.2
7907,40.0,31.0,48.0,25.57,66.09,101.21
7908,46.0,11.0,61.0,25.56,66.2,101.21
7909,46.0,43.0,31.0,25.54,66.32,101.21
7910,40.0,21.0,61.0,26.18,64.19,101.22
7911,57.0,19.0,32.0,26.83,62.07,101.23
7912,20.0,15.0,48.0,26.95,61.36,101.23
7913,39.0,12.0,64.0,27.07,60.66,101.23
7914,44.0,34.0,21.0,27.44,59.49,101.22
7915,12.0,40.0,60.0,27.8,58.32,101.22
7916,45.0,36.0,64.0,27.24,59.9,101.22
7917,32.0,20.0,41.0,26.69,61.47,101.23
7918,81.0,3.0,66.0,27.42,59.51,101.22
7919,13.0,15.0,23.0,28.14,57.55,101.22
7920,72.0,5.0,66.0,27.92,57.6,101.22
7921,59.0,32.0,42.0,27.71,57.66,101.22
7922,6.0,17.0,23.0,26.86,60.12,101.22
7923,40.0,15.0,23.0,26.01,62.59,101.22
7924,68.0,44.0,45.0,26.54,61.2,101.22
7925,50.0,18.0,59.0,27.06,59.82,101.21
7926,24.0,5.0,23.0,27.28,59.27,101.2
7927,30.0,3.0,49.0,27.51,58.72,101.19
7928,24.0,5.0,52.0,28.08,57.08,101.18
7929,26.0,10.0,54.0,28.65,55.45,101.18
7930,66.0,36.0,21.0,28.26,56.1,101.18
7931,88.0,11.0,49.0,27.87,56.74,101.17
7932,52.0,10.0,38.0,28.22,56.28,101.16
7933,14.0,38.0,52.0,28.57,55.81,101.16
7934,86.0,20.0,61.0,28.83,54.75,101.16
7935,32.0,23.0,24.0,29.09,53.69,101.15
7936,63.0,2.0,46.0,28.75,54.78,101.15
7937,35.0,27.0,66.0,28.41,55.88,101.14
7938,31.0,26.0,62.0,27.7,57.44,101.15
7939,45.0,7.0,59.0,27.0,59.01,101.15
7940,68.0,12.0,51.0,27.32,57.82,101.15
7941,80.0,8.0,69.0,27.63,56.64,101.14
7942,41.0,0.0,30.0,27.22,57.12,101.14
7943,40.0,22.0,70.0,26.81,57.61,101.14
7944,56.0,2.0,64.0,25.72,61.24,101.14
7945,21.0,33.0,52.0,24.64,64.88,101.13
7946,15.0,34.0,21.0,25.33,63.88,101.12
7947,7.0,23.0,26.0,26.02,62.88,101.12
7948,47.0,1.0,36.0,26.44,61.22,101.12
7949,68.0,17.0,67.0,26.86,59.57,101.13
7950,41.0,13.0,67.0,26.93,59.08,101.14
7951,9.0,23.0,61.0,27.0,58.59,101.14
7952,58.0,18.0,24.0,27.06,58.56,101.12
7953,59.0,19.0,47.0,27.13,58.53,101.11
7954,47.0,45.0,63.0,26.44,60.46,101.12
7955,67.0,26.0,60.0,25.75,62.39,101.12
7956,6.0,18.0,23.0,25.74,62.8,101.12
7957,3.0,37.0,66.0,25.74,63.22,101.11
7958,12.0,34.0,48.0,25.86,62.59,101.1
7959,17.0,18.0,60.0,25.98,61.96,101.09
7960,55.0,23.0,53.0,25.92,62.24,101.08
7961,25.0,18.0,23.0,25.86,62.51,101.08
7962,40.0,5.0,31.0,25.88,62.11,101.08
7963,82.0,17.0,32.0,25.89,61.71,101.08
7964,32.0,3.0,34.0,25.75,62.08,101.07
7965,5.0,28.0,28.0,25.61,62.46,101.07
7966,26.0,44.0,36.0,25.45,63.08,101.07
7967,15.0,6.0,34.0,25.29,63.69,101.08
7968,28.0,3.0,61.0,25.5,62.66,101.07
7969,73.0,40.0,39.0,25.72,61.64,101.06
7970,62.0,13.0,55.0,25.67,61.57,101.06
7971,26.0,14.0,57.0,25.63,61.5,101.07
7972,36.0,19.0,21.0,25.39,62.53,101.07
7973,90.0,22.0,51.0,25.15,63.56,101.07
7974,81.0,26.0,47.0,24.63,64.77,101.07
7975,47.0,0.0,20.0,24.11,65.98,101.08
7976,20.0,5.0,61.0,23.85,67.18,101.07
7977,26.0,44.0,45.0,23.59,68.38,101.07
7978,28.0,44.0,44.0,24.01,67.27,101.07
7979,85.0,40.0,54.0,24.43,66.16,101.07
7980,13.0,43.0,69.0,24.56,65.17,101.07
7981,24.0,40.0,33.0,24.68,64.18,101.08
7982,54.0,40.0,51.0,24.28,65.3,101.09
7983,3.0,24.0,46.0,23.89,66.41,101.1
7984,63.0,23.0,54.0,23.2,68.62,101.09
7985,15.0,41.0,22.0,22.52,70.83,101.08
7986,62.0,14.0,68.0,22.55,71.07,101.08
7987,81.0,38.0,39.0,22.58,71.32,101.08
7988,5.0,13.0,22.0,22.93,70.37,101.07
7989,84.0,17.0,41.0,23.28,69.42,101.07
7990,46.0,1.0,44.0,23.33,68.66,101.07
7991,27.0,10.0,33.0,23.37,67.91,101.08
7992,67.0,28.0,42.0,22.7,70.17,101.09
7993,55.0,43.0,27.0,22.02,72.43,101.1
7994,49.0,26.0,27.0,21.83,73.39,101.09
7995,63.0,36.0,29.0,21.64,74.35,101.08
7996,24.0,11.0,50.0,21.5,75.43,101.1
7997,26.0,14.0,55.0,21.35,76.51,101.11
7998,80.0,16.0,25.0,21.16,77.56,101.12
7999,28.0,44.0,64.0,20.98,78.62,101.13
8000,27.0,8.0,64.0,20.84,78.78,101.14
8001,42.0,18.0,24.0,20.71,78.93,101.15
8002,12.0,40.0,22.0,20.65,79.14,101.15
8003,49.0,32.0,44.0,20.59,79.35,101.15
8004,84.0,15.0,54.0,20.52,79.57,101.16
8005,60.0,10.0,20.0,20.46,79.78,101.16
8006,42.0,24.0,40.0,20.4,79.99,101.16
8007,44.0,39.0,63.0,20.09,81.51,101.16
8008,72.0,42.0,37.0,19.78,83.03,101.17
8009,47.0,15.0,47.0,19.62,84.17,101.18
8010,13.0,16.0,35.0,19.46,85.31,101.19
8011,57.0,45.0,32.0,19.34,86.46,101.2
8012,17.0,11.0,45.0,19.21,87.62,101.2
8013,9.0,22.0,55.0,19.08,88.66,101.2
8014,23.0,32.0,40.0,18.95,89.7,101.21
8015,11.0,40.0,59.0,18.84,90.56,101.2
8016,7.0,17.0,27.0,18.72,91.42,101.2
8017,5.0,6.0,49.0,18.66,91.99,101.2
8018,33.0,28.0,34.0,18.61,92.56,101.21
8019,68.0,18.0,45.0,18.63,92.85,101.22
8020,39.0,25.0,20.0,18.65,93.14,101.24
8021,60.0,17.0,61.0,18.6,93.34,101.24
8022,52.0,22.0,61.0,18.56,93.54,101.25
8023,86.0,29.0,61.0,18.53,93.94,101.26
8024,51.0,27.0,67.0,18.5,94.33,101.27
8025,31.0,37.0,43.0,18.48,94.54,101.28
8026,9.0,10.0,22.0,18.47,94.76,101.28
8027,11.0,35.0,60.0,18.36,94.98,101.28
8028,68.0,24.0,42.0,18.25,95.19,101.29
8029,68.0,34.0,46.0,18.13,95.57,101.3
8030,46.0,42.0,21.0,18.01,95.96,101.3
8031,74.0,19.0,55.0,17.98,95.98,101.32
8032,6.0,11.0,23.0,17.94,96.0,101.34
8033,14.0,5.0,38.0,17.92,96.0,101.35
8034,22.0,43.0,25.0,17.9,96.0,101.36
8035,40.0,3.0,69.0,17.9,96.0,101.36
8036,11.0,42.0,55.0,17.91,96.0,101.36
8037,73.0,28.0,66.0,17.85,96.0,101.36
8038,84.0,9.0,62.0,17.79,96.0,101.36
8039,32.0,2.0,38.0,17.75,96.0,101.37
8040,58.0,15.0,40.0,17.71,96.0,101.38
8041,78.0,44.0,46.0,17.67,96.0,101.39
8042,42.0,41.0,36.0,17.63,96.0,101.4
8043,52.0,32.0,36.0,17.6,96.0,101.4
8044,30.0,35.0,25.0,17.58,96.0,101.39
8045,42.0,27.0,28.0,17.55,96.0,101.38
8046,84.0,35.0,38.0,17.52,96.0,101.38
8047,43.0,1.0,55.0,17.48,96.0,101.38
8048,54.0,19.0,23.0,17.43,96.0,101.38
8049,26.0,44.0,44.0,17.5,96.0,101.38
8050,20.0,34.0,65.0,17.58,96.0,101.39
8051,89.0,4.0,56.0,17.61,96.0,101.4
8052,42.0,23.0,24.0,17.65,96.0,101.41
8053,60.0,14.0,40.0,17.59,96.0,101.41
8054,40.0,2.0,32.0,17.53,96.0,101.41
8055,26.0,18.0,36.0,17.52,96.0,101.41
8056,7.0,31.0,49.0,17.5,96.0,101.41
8057,63.0,18.0,50.0,17.51,96.0,101.4
8058,73.0,28.0,31.0,17.52,96.0,101.4
8059,53.0,7.0,65.0,17.53,96.0,101.4
8060,46.0,5.0,27.0,17.53,96.0,101.4
8061,26.0,45.0,37.0,17.54,96.0,101.4
8062,63.0,34.0,48.0,17.56,96.0,101.4
8063,72.0,43.0,63.0,17.58,96.0,101.39
8064,89.0,9.0,68.0,17.63,96.0,101.39
8065,68.0,9.0,52.0,17.68,96.0,101.39
8066,49.0,7.0,21.0,17.68,96.0,101.39
8067,85.0,14.0,55.0,17.69,96.0,101.39
8068,43.0,21.0,40.0,17.69,96.0,101.39
8069,41.0,29.0,25.0,17.69,96.0,101.39
8070,72.0,9.0,69.0,17.66,96.0,101.38
8071,48.0,14.0,57.0,17.63,96.0,101.38
8072,45.0,36.0,56.0,17.61,96.0,101.38
8073,6.0,14.0,40.0,17.59,96.0,101.38
8074,43.0,37.0,62.0,17.56,96.0,101.38
8075,27.0,27.0,67.0,17.54,96.0,101.37
8076,19.0,25.0,56.0,17.52,96.0,101.37
8077,68.0,37.0,54.0,17.5,96.0,101.37
8078,4.0,16.0,28.0,17.46,96.0,101.36
8079,50.0,39.0,42.0,17.42,96.0,101.36
8080,38.0,28.0,37.0,17.37,96.0,101.35
8081,6.0,40.0,50.0,17.32,96.0,101.34
8082,41.0,18.0,65.0,17.26,96.0,101.34
8083,8.0,5.0,67.0,17.19,96.0,101.33
8084,15.0,18.0,61.0,17.13,96.0,101.32
8085,52.0,38.0,47.0,17.07,96.0,101.3
8086,72.0,11.0,60.0,17.06,96.0,101.29
8087,89.0,17.0,28.0,17.04,96.0,101.28
8088,89.0,24.0,54.0,17.06,96.0,101.28
8089,50.0,31.0,50.0,17.08,96.0,101.27
8090,3.0,24.0,69.0,17.09,96.0,101.26
8091,53.0,31.0,49.0,17.1,96.0,101.26
8092,28.0,13.0,29.0,17.1,96.0,101.26
8093,85.0,39.0,61.0,17.11,96.0,101.25
8094,49.0,4.0,44.0,17.1,96.0,101.24
8095,42.0,25.0,48.0,17.1,96.0,101.23
8096,10.0,15.0,30.0,17.1,96.0,101.23
8097,10.0,1.0,31.0,17.1,96.0,101.23
8098,17.0,31.0,63.0,17.12,96.0,101.22
8099,35.0,3.0,37.0,17.13,96.0,101.22
8100,82.0,9.0,45.0,17.14,96.0,101.22
8101,38.0,44.0,28.0,17.15,96.0,101.22
8102,46.0,30.0,36.0,17.14,96.0,101.22
8103,59.0,20.0,68.0,17.14,96.0,101.23
8104,75.0,28.0,64.0,17.1,96.0,101.22
8105,34.0,30.0,38.0,17.07,96.0,101.22
8106,88.0,24.0,42.0,17.07,96.0,101.22
8107,59.0,39.0,42.0,17.07,96.0,101.22
8108,36.0,40.0,66.0,17.06,96.0,101.22
8109,3.0,35.0,26.0,17.04,96.0,101.21
8110,61.0,0.0,31.0,17.02,96.0,101.21
8111,45.0,4.0,55.0,16.99,96.0,101.22
8112,21.0,8.0,33.0,16.97,96.0,101.22
8113,75.0,9.0,60.0,16.9,96.0,101.22
8114,36.0,7.0,24.0,16.84,96.0,101.22
8115,85.0,24.0,43.0,16.8,96.0,101.22
8116,13.0,5.0,50.0,16.75,96.0,101.22
8117,20.0,23.0,58.0,16.75,96.0,101.22
8118,45.0,2.0,44.0,16.75,96.0,101.21
8119,20.0,9.0,35.0,16.87,96.0,101.21
8120,57.0,37.0,20.0,16.99,96.0,101.2
8121,78.0,39.0,59.0,17.11,96.0,101.2
8122,20.0,27.0,28.0,17.23,96.0,101.2
8123,79.0,32.0,36.0,17.27,96.0,101.22
8124,46.0,35.0,38.0,17.32,96.0,101.23
